130487.56660195308,CHRONO A,3,4,499.271602,nA,64,7c,d1
130496.11542031245,CHRONO A,3,4,506.586187,nA,64,7e,a5
130530.31069374993,CHRONO A,3,2,512.414241,nA,62,80,1a
130538.8595121093,CHRONO A,3,2,512.056721,nA,62,80,3
130547.40833046866,CHRONO A,3,2,512.021009,nA,62,80,1
130555.95714882803,CHRONO A,3,2,512.783194,nA,62,80,32
130564.5307671874,CHRONO A,3,3,541.925692,nA,63,87,7b
130573.07958554677,CHRONO A,3,3,524.728398,nA,63,83,2e
130581.62840390614,CHRONO A,3,3,517.413813,nA,63,81,5a
130590.20202226551,CHRONO A,3,4,482.074308,nA,64,78,84
130598.75084062488,CHRONO A,3,4,499.271602,nA,64,7c,d1
130607.29965898425,CHRONO A,3,4,506.586187,nA,64,7e,a5
140205.78881835938,PSTAT,0,0,32.447137,nA,0,81,c9
140410.57763671875,PSTAT,0,1,39.321937,nA,1,9d,49
140616.36645507812,PSTAT,1,1,39.235382,nA,21,9c,f1
140633.76926757814,VREF/Switch Voltage,2,1C,0.802955,V,5c,0,14
140642.47067382815,Negative Charge Pump Voltage,2,1F,0.248000,V,5f,0,0
140651.17208007816,VDD Voltage,2,1D,1.802977,V,5d,0,2e
140659.87348632817,VREF/Switch Voltage,2,1C,0.800034,V,5c,0,14
140668.57489257818,VBAT Voltage,2,1B,1.537999,V,5b,0,9
140677.2762988282,GPIO2 Voltage,2,1A,0.254000,V,5a,19,66
140685.9777050782,GPIO1 Voltage,2,19,1.053000,V,59,69,4c
140694.6791113282,GR1 Voltage,2,17,0.000000,V,57,0,0
140703.38051757822,CE1 Voltage,2,15,0.248000,V,55,18,cc
140712.08192382823,WE1 Voltage,2,11,0.300000,V,51,1e,0
140720.6307421876,CHRONO A,3,2,512.680898,nA,62,80,2b
140729.179560547,CHRONO A,3,2,512.912958,nA,62,80,3a
140737.72837890638,CHRONO A,3,2,512.037001,nA,62,80,2
140746.27719726576,CHRONO A,3,2,512.674118,nA,62,80,2b
140754.85081562516,CHRONO A,3,3,541.925692,nA,63,87,7b
140763.39963398455,CHRONO A,3,3,524.728398,nA,63,83,2e
140771.94845234393,CHRONO A,3,3,517.413813,nA,63,81,5a
140780.52207070333,CHRONO A,3,4,482.074308,nA,64,78,84
140789.0708890627,CHRONO A,3,4,499.271602,nA,64,7c,d1
140797.6197074221,CHRONO A,3,4,506.586187,nA,64,7e,a5
140831.81498085964,CHRONO A,3,2,512.702794,nA,62,80,2c
140840.36379921902,CHRONO A,3,2,512.894706,nA,62,80,39
140848.9126175784,CHRONO A,3,2,512.412847,nA,62,80,1a
140857.4614359378,CHRONO A,3,2,512.219573,nA,62,80,e
140866.0350542972,CHRONO A,3,3,541.925692,nA,63,87,7b
140874.58387265657,CHRONO A,3,3,524.728398,nA,63,83,2e
140883.13269101596,CHRONO A,3,3,517.413813,nA,63,81,5a
140891.70630937535,CHRONO A,3,4,482.074308,nA,64,78,84
140900.25512773474,CHRONO A,3,4,499.271602,nA,64,7c,d1
140908.80394609412,CHRONO A,3,4,506.586187,nA,64,7e,a5
150205.78881835938,PSTAT,0,0,32.164220,nA,0,80,a8
150410.57763671875,PSTAT,0,1,38.890810,nA,1,9b,90
150419.12645507813,CHRONO A,3,2,512.611574,nA,62,80,27
150427.67527343752,CHRONO A,3,2,512.629571,nA,62,80,28
150436.2240917969,CHRONO A,3,2,512.904928,nA,62,80,39
150444.7729101563,CHRONO A,3,2,512.083546,nA,62,80,5
150453.34652851569,CHRONO A,3,3,541.925692,nA,63,87,7b
150461.89534687507,CHRONO A,3,3,524.728398,nA,63,83,2e
